"일련번호","기관 유형","지역 크기","정원 규모","근무형태","담당 반","현재 담당하고 있는 반별 영유아 수(현원) - 0세","현재 담당하고 있는 반별 영유아 수(현원) - 1세","현재 담당하고 있는 반별 영유아 수(현원) - 2세","현재 담당하고 있는 반별 영유아 수(현원) - 0~1세","현재 담당하고 있는 반별 영유아 수(현원) - 1~2세","현재 담당하고 있는 반별 영유아 수(현원) - 3세","현재 담당하고 있는 반별 영유아 수(현원) - 2~3세","현재 담당하고 있는 반별 영유아 수(현원) - 4세","현재 담당하고 있는 반별 영유아 수(현원) - 5세","현재 담당하고 있는 반별 영유아 수(현원) - 3~5세","현재 담당하고 있는 반별 영유아 수(현원) - 장애아반","현재 담당하고 있는 반별 영유아 수(현원) - 누리장애아반","현재 담당하고 있는 반별 영유아 수(현원) - 시간제보육","현재 담당하고 있는 반별 영유아 수(현원) - 시간연장 아침보육","현재 담당하고 있는 반별 영유아 수(현원) - 시간연장 야간보육","현재 담당하고 있는 반별 영유아 수(현원) - 기타","1일 총 근로시간(분)","하루 기준 근무시간 - 보육시간(분)","하루 기준 근무시간 - 보육준비/기타 업무(분)","1일 총 휴게시간(분)","하루 기준 근무시간 - 점심식사(분)","하루 기준 근무시간 - 휴게시간(분)","1일 총 근로시간(분)-휴게시간포함","휴게시간 1 - 휴게 시작시간(시)","휴게시간 1 - 휴게 종료시간(시)","휴게시간 2 - 휴게 시작시간(시)","휴게시간 2 - 휴게 종료시간(시)","휴게시간 3 - 휴게 시작시간(시)","휴게시간 3 - 휴게 종료시간(시)","휴게장소(복수응답1)","휴게장소(복수응답2)","휴게장소(복수응답3)","휴게장소(복수응답4)","주당 당직 근로시간(분)","주당 총 근로시간(분)","토요일 근무 여부","일요일 근무 여부","공휴일 근무 여부","토요일 근무 횟수 - 개월","토요일 근무 횟수 - 회","일요일 근무 횟수 - 개월","일요일 근무 횟수 - 회","공휴일 근무 횟수 - 개월","공휴일 근무 횟수 - 회","보육교사를 위한 별도의 편의공간 및 시설(복수응답1)","보육교사를 위한 별도의 편의공간 및 시설(복수응답2)","보육교사를 위한 별도의 편의공간 및 시설(복수응답3)","보육교사를 위한 별도의 편의공간 및 시설(복수응답4)","보육교사를 위한 별도의 편의공간 및 시설(복수응답5)","보육교사를 위한 별도의 편의공간 및 시설(복수응답6)","보육교사를 위한 별도의 편의공간 및 시설(복수응답7)","초과근무 및 시간외 수당 지불 여부","초과근무 시 시간외 수당 지불 방식","2017년 동안 사용한 휴가 - 연월차 휴가","2017년 동안 사용한 휴가 - 기타","산전·후 휴가 이용 가능 여부","육아휴직 이용 가능 여부","임신기/육아기 단축근무 이용 가능 여부","육아기 단축근무 이용 여부","육아기 단축근무 주당 이용시간","어린이집 임용 시 복무규정 내용 안내 여부","근로계약서 작성 여부","근로계약서 작성 시 임금, 근로시간, 기타 근로조건 등 기재 여부","최저임금법 규정 적용 여부","보수교육 경험 여부(2017년)","보수교육별 교육 현황 및 횟수 - 기본교육","보수교육별 교육 현황 및 횟수 - 심화교육","보수교육별 교육 현황 및 횟수 - 영아 보육","보수교육별 교육 현황 및 횟수 - 장애아 보육","보수교육별 교육 현황 및 횟수 - 방과후 보육","보수교육별 교육 현황 및 횟수 - 2급 보육교사","보수교육별 교육 현황 및 횟수 - 1급 보육교사","보수교육별 교육 현황 및 횟수 - 원장 사전직무교육","보수교육별 교육 현황 및 횟수 - 기타1","보수교육별 교육 현황 및 횟수 - 기타2","보수교육별 교육 현황 및 횟수 - 기타3","보수교육별 교육 현황 및 횟수 - 기타1 횟수","보수교육별 교육 현황 및 횟수 - 기타2 횟수","보수교육별 교육 현황 및 횟수 - 기타3 횟수","보수교육 형태(복수응답1)","보수교육 형태(복수응답2)","보수교육 형태(복수응답3)","보수교육 형태(복수응답4)","보수교육 형태(복수응답5)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 일에 대한 보람","보육교사의 현재 근무하는 어린이집 근무 만족도 - 급여 수준","보육교사의 현재 근무하는 어린이집 근무 만족도 - 근무환경(전반)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 물리적 환경(공간)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 인적 환경(관계)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 근로시간","보육교사의 현재 근무하는 어린이집 근무 만족도 - 보육교사에 대한 사회적 인식","보육교사의 현재 어린이집 근무 어려움 - 담당 영유아와의 상호작용","보육교사의 현재 어린이집 근무 어려움 - 담당 영유아 부모와의 관계","보육교사의 현재 어린이집 근무 어려움 - 보육프로그램 운영","보육교사의 현재 어린이집 근무 어려움 - 행정/사무 등의 업무 처리","보육교사의 현재 어린이집 근무 어려움 - 보육교직원과의 관계","보육교사의 현재 어린이집 근무 어려움 - 원장과의 관계","보육교사의 현재 어린이집 근무 어려움 - 개인적 문제","보육교사의 근무에 대한 의견 - 보육프로그램 변화 대응","보육교사의 근무에 대한 의견 - 다양한 연령 영유아 보육","보육교사의 근무에 대한 의견 - 보호자 신뢰","보육교사의 근무에 대한 의견 - 적절한 놀이지도 및 도움 제공","보육교사의 근무에 대한 의견 - 보육환경 준비","보육교사의 스트레스 - 높은 직무 스트레스","보육교사의 스트레스 - 높은 업무 피로도","보육교사의 스트레스 - 우울함","보육교사의 스트레스 - 정신적 스트레스","보육교사의 스트레스 - 신체적 피로","보육교사의 스트레스 - 분노조절 어려움","교사 지원 관련 의견 - 전문성 신장을 위한 지원","교사 지원 관련 의견 - 조언과 지원","교사 지원 관련 의견 - 대체교사 및 보조교사 배치","사직 또는 다른 어린이집으로의 이직 계획","사직 또는 이직을 고려하거나 계획하는 시기","사직 또는 이직 이유","이직을 원하는 어린이집 유형","보육정책 만족도 - 어린이집 평가인증제도","보육정책 만족도 - 보육통합정보시스템","보육정책 만족도 - 아이행복 카드제","보육정책 만족도 - 3-5세 누리과정","보육정책 만족도 - 0-5세 보육료 전계층 지원","보육정책 만족도 - 어린이집 미이용 아동 양육수당 지원","보육정책 만족도 - 시간제보육 사업","보육정책 만족도 - 정보공시제","보육정책 만족도 - 맞춤형보육제도","보육정책 만족도 - 입소대기 관리 시스템","보육정책 만족도 - 어린이집 CCTV 설치 의무화","보육정책 만족도 - 보육교사 휴게시간 보장","보육정책 만족도 - 어린이집 보조교사 배치 확대","보육정책 만족도 - 대체교사 지원","보육정책 만족도 - 긴급보육바우처 사용","누리과정 운영에 도움이 된 사항","누리과정 운영 역량을 높이기 위해 필요한 지원","보육교사 성별","보육교사 연령","보육교사 결혼상태","보육교사 자녀 현황","보육교사 미취학자녀 여부","보육교사 미취학자녀 보육 형태","보육교사 최종학력","보육교사 최종학력 전공","보육교사 자격증(복수응답1)","보육교사 자격증(복수응답2)","보육교사 자격증(복수응답3)","보육교사 자격증(복수응답4)","보육교사 자격증(복수응답5)","보육교사 자격증(복수응답6)","보육교사 자격증(복수응답7)","보육교사 자격증(복수응답8)","보육교사 자격증(복수응답9)","보육교사 자격증(복수응답10)","보육교사 자격증(복수응답11)","보육교사 자격증(복수응답12)","보육교사 자격증(복수응답13)","보육교사 자격증(복수응답14)","보육교사 자격증(복수응답15)","보육교사 최초 자격취득 기관","보육교사 최초 취득한 자격 유형","보육교사 학점은행제 수강 방법","보육교사 최초 자격 취득 시 학력","보육교사 최초 자격 취득 시 전공","다른 어린이집 근무 경험","급여 책정 시 기존 어린이집 경력 반영 여부","이전 근무 어린이집 유형","경력에 따른 급여상승 여부","보육교사 총 어린이집 근무 경력 - 년","보육교사 총 어린이집 근무 경력 - 개월","보육교사 현 어린이집 근무 경력 - 년","보육교사 현 어린이집 근무 경력 - 개월","보육교사 기타 보육관련 근무 경력 - 년","보육교사 기타 보육관련 근무 경력 - 개월","보육교사 유치원 근무 경력 - 년","보육교사 유치원 근무 경력 - 개월","호봉기준 급여 수급 여부","보육교사의 호봉","월 급여 내역 수급 여부","보육교사의 임금 월 지급액 - 기본급","보육교사의 어린이집 수당 월 지급액 - 시간외 수당","보육교사의 어린이집 수당 월 지급액 - 기타1","보육교사의 어린이집 수당 월 지급액 - 기타2","보육교사의 어린이집 수당 월 지급액 - 기타3","보육교사의 정부 수당 월 지급액 - 누리과정","보육교사의 정부 수당 월 지급액 - 근무환경","보육교사의 정부 수당 월 지급액 - 농어촌","보육교사의 지자체 수당 월 지급액 - 시도 처우","보육교사의 지자체 수당 월 지급액 - 시군구 처우","보육교사의 지자체 수당 월 지급액 - 기타1","보육교사의 지자체 수당 월 지급액 - 기타2","보육교사 임금 총액","보육교사의 어린이집 수당 월 지급액 - 기타1(내용)","보육교사의 어린이집 수당 월 지급액 - 기타2(내용)","보육교사의 어린이집 수당 월 지급액 - 기타3(내용)","보육교사의 지자체 수당 월 지급액 - 기타1(내용)","보육교사의 지자체 수당 월 지급액 - 기타2(내용)","보육교사의 비정기적 어린이집 수당1 -  수령 내역","보육교사의 비정기적 어린이집 수당2 -  수령 내역","보육교사의 비정기적 어린이집 수당3 -  수령 내역","보육교사의 비정기적 어린이집 수당1 -  수령 횟수","보육교사의 비정기적 어린이집 수당2 -  수령 횟수","보육교사의 비정기적 어린이집 수당3 -  수령 횟수","보육교사의 비정기적 어린이집 수당1 -  1회 평균 수령액","보육교사의 비정기적 어린이집 수당2 -  1회 평균 수령액","보육교사의 비정기적 어린이집 수당3 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당1 -  수령 내역","보육교사의 비정기적 지자체 수당2 -  수령 내역","보육교사의 비정기적 지자체 수당3 -  수령 내역","보육교사의 비정기적 지자체 수당1 -  수령 횟수","보육교사의 비정기적 지자체 수당2 -  수령 횟수","보육교사의 비정기적 지자체 수당3 -  수령 횟수","보육교사의 비정기적 지자체 수당1 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당2 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당3 -  1회 평균 수령액","보육교사 조사 가중치","기관유형별","지역크기(소재지)","정원규모별","담당반","휴게시간 1 평균시간","휴게시간 2 평균시간","휴게시간 3 평균시간","휴게시간 분할사용 비율","0세","1세","2세","0~1세 혼합반","1~2세 혼합반","3세","2~3세 혼합반","4세","5세","3~5세 혼합반","장애아반","누리장애아반","시간제보육","시간연장 아침보육","시간연장 야간보육","기타"
K02002,2,3,4,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,60,0,60,540,16,17,,,,,2,,,,60,2762,2,2,2,,,,,,,1,3,4,6,,,,1,1,20,0,1,1,1,2,,1,1,3,1,1,2,2,1,2,2,2,2,2,98,,,,,,3,,,,4,3,4,3,3,3,4,2,2,1,2,2,1,1,2,3,4,4,4,4,3,2,2,3,3,2,4,4,4,5,,,,1,3,3,4,2,1,2,3,3,1,4,4,4,4,1,,,1,3,2,2,2,,3,2,3,4,8,,,,,,,,,,,,,2,3,,2,2,2,,,1,14,0,14,0,0,0,0,0,1,14,1,2500000,2,2,2,2,1,2,2,2,2,2,2,3110000,,,,,,5,,,2,,,300000,,,98,,,,,,,,,0.3853856641168159,2,3,4,1,60,,,1,,,8,,,,,,,,,,,,,
K02003,2,3,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,480,390,90,43,6.5,36.5,523,,,,,,,1,,,,60,2677,2,2,2,,,,,,,1,2,4,5,,,,1,1,18,0,1,1,2,,,1,1,3,1,1,1,1,2,1,2,2,2,2,98,,,,,,3,,,,4,3,3,3,2,4,2,1,3,2,2,1,1,2,1,3,3,4,3,3,3,4,2,2,3,2,2,2,2,5,,,,1,3,4,4,4,4,4,4,2,2,3,1,4,4,4,4,3,1,3,2,3,1,1,4,9,12,,,,,,,,,,,,,,,1,2,,3,9,2,,,1,8,5,8,5,0,0,0,0,1,9,1,2170000,2,2,2,2,1,2,1,1,1,1,1,3070000,,,,121,35,98,,,,,,,,,98,,,,,,,,,0.3827910137308577,2,3,3,3,,,,,,,,,,,3,,,,,,,,,
K02004,1,2,4,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,60,0,60,540,13,14,,,,,2,,,,60,2761,2,2,2,,,,,,,1,4,5,6,,,,1,1,14,2,1,1,1,2,,1,1,3,1,1,2,2,2,1,2,2,2,2,98,,,,,,3,,,,1,4,4,4,4,4,4,3,2,1,1,2,1,1,1,3,2,3,3,3,2,2,2,1,2,1,3,4,4,5,,,,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,1,1,1,1,2,,3,2,4,8,,,,,,,,,,,,,,2,2,,2,2,1,1,4,1,4,0,3,0,0,0,0,0,1,4,1,1640000,2,2,2,2,2,1,2,2,2,2,2,2040000,,,,,,98,,,,,,,,,98,,,,,,,,,0.6282360526526687,1,2,4,1,60,,,1,,,14,,,,,,,,,,,,,
K02005,1,2,2,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,0,60,,12.5,13.5,,,,,1,,,,,,2,2,2,,,,,,,1,,,,,,,1,1,13,0,1,1,1,2,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,2,3,3,4,2,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,4,4,2,,,1,2,1,1,2,,5,1,1,4,,,,,,,,,,,,,,3,2,,3,2,1,1,4,1,7,0,3,0,0,0,0,0,1,7,1,2100000,2,2,2,2,2,2,2,2,2,2,1,2650000,,,,,99,5,,,99,,,100000,,,98,,,,,,,,,0.5994061669950673,1,2,2,1,60,,,1,,,7,,,,,,,,,,,,,
K02006,3,3,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,540,480,60,43,6.5,36.5,583,,,,,,,3,,,,0,2918,2,2,2,,,,,,,7,,,,,,,2,,15,0,2,2,2,,,1,1,3,1,1,1,2,2,2,2,2,2,2,99,,,,,,1,2,,,1,2,2,3,3,3,2,1,3,3,2,2,2,2,3,4,4,4,4,4,3,3,4,4,3,1,3,2,2,5,,,,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,,,1,6,2,4,2,,3,3,4,,,,,,,,,,,,,,,2,3,,2,3,1,2,4,2,13,0,9,0,0,0,0,0,2,,2,1650000,2,2,2,2,1,1,1,2,2,2,2,2100000,,,,,,99,,,,,,,,,99,,,,,,,,,0.2719446514977859,3,3,2,1,,,,,,,,,4,,,,,,,,,,,
K02007,5,3,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,43,6.5,36.5,523,,,,,,,3,,,,0,2617.5,2,2,2,,,,,,,7,,,,,,,2,,14,0,3,3,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,5,,,,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,,,1,3,2,4,1,1,3,10,5,,,,,,,,,,,,,,,2,2,,2,1,1,1,6,1,1,6,1,6,0,0,0,0,2,,1,1200000,1,2,2,2,1,1,1,2,2,2,2,1900000,,,,,,99,,,,,,,,,99,,,,,,,,,1.3724893320391180,5,3,1,1,,,,,,5,,,,,,,,,,,,,,
K02008,4,2,2,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,2,2,2,,,,,,,1,3,4,6,,,,2,,15,0,3,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,1,2,4,4,4,5,,,,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,5,1,5,2,4,1,2,3,3,2,4,,,,,,,,,,,,,,1,2,,2,3,1,2,4,1,13,0,12,0,0,0,0,0,2,,2,1600000,2,1,2,2,2,2,2,2,2,1,2,2250000,16,,,99,,99,,,,,,,,,99,,,,,,,,,1.3402291902956354,4,2,2,2,,,,,,,,,,8,,,,,,,,,,
K02009,5,2,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540,0,43,6.5,36.5,583,,,,,,,3,,,,0,2918.5,2,2,2,,,,,,,7,,,,,,,3,,0,0,3,3,3,,,1,1,3,1,1,1,2,2,2,2,2,2,2,98,,,,,,3,,,,4,3,2,3,3,3,3,2,2,2,2,3,1,1,1,3,4,3,4,4,3,3,1,3,3,1,4,4,3,5,,,,1,3,3,3,3,2,2,4,4,2,2,2,2,2,3,,,1,4,2,3,2,,5,10,1,2,4,,,,,,,,,,,,,1,1,,3,10,1,2,6,3,10,0,5,0,0,0,0,0,2,,2,1560000,2,2,2,2,2,1,2,2,1,2,2,2060000,,,,,,5,,,2,,,100000,,,98,,,,,,,,,1.3870818393357613,5,2,1,1,,,,,,,7,,,,,,,,,,,,,
K02010,4,3,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,540,540,0,43,6.5,36.5,583,,,,,,,3,,,,0,2919.1,2,2,2,,,,,,,7,,,,,,,3,,5,0,1,1,1,2,,1,1,3,1,1,2,2,2,2,2,1,2,2,98,,,,,,1,,,,3,3,3,3,4,4,3,3,2,2,2,3,2,2,2,3,3,3,3,4,3,3,2,2,2,1,3,4,3,5,,,,2,3,3,3,3,3,2,3,2,3,2,2,4,4,3,,,1,3,2,3,1,1,3,10,5,,,,,,,,,,,,,,,1,1,,2,10,1,2,6,3,2,3,1,3,0,0,0,0,2,,1,1570000,2,2,2,2,1,1,1,2,2,2,2,2070000,,,,,,5,,,2,,,50000,,,98,,,,,,,,,1.3265124932008434,4,3,2,1,,,,,,,,,5,,,,,,,,,,,
K02011,5,3,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,480,120,43,6.5,36.5,643,,,,,,,3,,,,0,3217.5,2,2,2,,,,,,,7,,,,,,,2,,15,0,3,3,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,4,3,1,1,1,1,1,1,1,4,3,4,4,4,3,3,2,2,2,1,4,4,4,5,,,,2,2,3,2,3,3,3,2,3,1,1,2,3,3,2,,,1,5,2,3,2,,3,7,5,,,,,,,,,,,,,,,1,2,,2,7,2,,,1,1,6,1,6,0,0,0,0,2,,1,1461050,2,2,2,2,2,2,2,2,2,2,2,1461050,,,,,,20,5,,1,2,,50000,200000,,99,,,,,,,,,1.3724893320391180,5,3,1,1,,,,,,5,,,,,,,,,,,,,,
K02012,4,3,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,540,510,30,0,0,0,540,,,,,,,3,,,,0,2703.5,2,2,2,,,,,,,1,2,3,,,,,3,,7,0,1,1,1,2,,1,1,3,1,1,1,2,2,2,2,2,2,2,98,,,,,,3,,,,4,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,2,1,1,1,1,2,2,3,5,,,,2,3,2,2,2,3,3,2,3,3,2,1,2,2,2,,,1,3,2,3,2,,3,4,4,,,,,,,,,,,,,,,2,3,,2,4,1,2,4,3,7,0,3,0,0,0,3,0,2,,2,1570000,2,2,2,2,1,1,2,2,1,2,2,2060000,,,,,,98,,,,,,,,,98,,,,,,,,,1.3197560628449818,4,3,3,1,,,,0,,,9,,,,,,,,,,,,,
K02013,5,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,43,6.5,36.5,523,,,,,,,3,,,,0,2618.5,2,2,2,,,,,,,7,,,,,,,2,,15,0,3,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,2,1,3,3,1,1,1,2,2,2,2,3,3,3,3,3,3,4,3,3,3,3,4,5,,,,1,2,3,4,4,3,2,3,3,2,1,2,3,3,1,,,1,5,2,3,2,,4,1,4,,,,,,,,,,,,,,,1,2,,2,1,2,,,3,5,0,3,0,0,0,0,0,2,,1,1560000,1,2,2,2,2,2,2,2,2,2,2,1860000,,,,,,20,12,,1,3,,50000,200000,,98,,,,,,,,,1.3870818393357613,5,2,1,1,,,,,,4,,,,,,,,,,,,,,
K02014,5,3,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540,0,0,0,0,540,,,,,,,3,,,,0,2702.5,2,2,2,,,,,,,7,,,,,,,2,,10,0,3,3,3,,,3,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,2,1,1,1,2,3,1,1,2,3,3,3,3,4,3,3,3,3,3,2,2,2,1,5,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,2,3,1,2,,1,,4,,,,,,,,,,,,,,,1,2,,1,,2,,,2,99,99,99,99,99,99,99,99,2,,3,1200000,2,2,2,2,2,1,1,1,1,2,2,1730000,,,,,,99,,,,,,,,,99,,,,,,,,,1.3724893320391180,5,3,1,1,,,,0,,,5,,,,,,,,,,,,,
K02015,6,2,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,60,60,0,540,,,,,,,4,,,,600,3303.5,2,2,2,,,,,,,1,,,,,,,1,1,15,0,1,1,1,2,,1,1,3,1,1,1,1,1,1,1,1,1,1,99,,,,,,1,,,,3,4,4,4,4,4,3,3,2,2,2,2,2,3,3,3,3,3,4,4,3,3,1,2,2,2,3,3,4,5,,,,2,3,3,3,3,3,2,3,3,2,2,4,4,4,3,,,1,1,1,1,2,,2,3,4,11,,,,,,,,,,,,,,2,3,,2,3,1,1,4,1,5,7,4,7,1,0,0,0,1,5,1,,1,2,2,2,2,1,2,2,2,2,2,,,,,,,99,,,,,,,,,99,,,,,,,,,0.3938522988087601,6,2,3,1,,,,0,,,5,,,,,,,,,,,,,
K02016,4,3,4,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,0,0,0,540,,,,,,,3,,,,0,2703.5,2,2,2,,,,,,,4,,,,,,,3,,12,0,1,1,1,2,,1,1,3,1,1,2,2,1,2,2,2,2,2,98,,,,,,3,,,,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,3,3,3,5,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,1,3,2,2,1,2,3,10,2,4,15,,,,,,,,,,,,,2,2,,2,10,1,1,4,2,15,0,1,9,0,0,0,0,1,1,2,1600000,2,2,2,2,2,1,1,2,1,2,2,2150000,,,,,,5,,,99,,,100000,,,98,,,,,,,,,1.3241852783004908,4,3,4,1,,,,0,,,7,,,,,,,,,,,,,
K02017,4,3,4,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,43,6.5,36.5,523,,,,,,,1,,,,60,2678.5,2,2,2,,,,,,,1,6,,,,,,1,1,15,0,1,1,1,2,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,2,2,2,3,2,1,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,5,,,,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,,1,6,2,2,2,,3,2,3,4,8,,,,,,,,,,,,,2,3,,2,2,1,1,9,3,99,99,0,0,0,0,0,0,2,,1,1610000,2,2,2,2,1,2,2,2,2,2,2,2170000,,,,,,98,,,,,,,,,98,,,,,,,,,1.3241852783004908,4,3,4,1,,,,,,,8,,,,,,,,,,,,,
K02018,3,3,4,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,60,60,0,600,,,,,,,2,,,,0,3002,2,2,2,,,,,,,3,4,6,,,,,1,3,12,0,3,3,3,,,1,1,3,1,1,2,2,1,2,2,2,2,2,98,,,,,,2,,,,1,4,4,4,4,4,4,2,1,1,1,4,1,2,2,3,3,3,3,3,2,3,2,2,3,1,4,4,4,5,,,,2,3,3,3,1,3,3,2,2,3,3,2,4,2,3,,,1,5,2,3,2,,3,2,2,4,,,,,,,,,,,,,,1,2,,2,2,1,2,8,2,4,0,4,0,0,0,3,0,1,3,1,,2,1,1,1,2,2,2,2,2,2,1,,16,12,5,,7,98,,,,,,,,,98,,,,,,,,,0.2776612057334750,3,3,4,1,,,,0,,,7,,,,,,,,,,,,,
K02019,6,2,4,1,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,570,540,30,43,6.5,36.5,613,,,,,,,3,,,,240,3307,1,2,2,6,1,,,,,7,,,,,,,1,2,15,0,1,1,2,,,1,1,3,1,1,1,2,1,2,2,2,1,2,99,,,,,,1,,,,3,3,3,3,4,3,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,2,1,2,2,3,3,3,5,,,,1,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,5,1,1,1,1,2,,3,1,4,,,,,,,,,,,,,,,2,2,,2,1,2,,,2,3,11,3,11,0,0,0,0,1,7,1,2000000,2,1,2,2,1,2,2,1,2,1,2,2770000,60,,,7,,20,5,,1,2,,30000,200000,,99,,,,,,,,,0.3819173806630400,6,2,4,2,,,,,,,,,,27,,,,,,,,,,
K02020,3,2,3,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,43,6.5,36.5,583,,,,,,,2,,,,0,2917,2,2,2,,,,,,,6,,,,,,,3,,6,0,1,1,1,2,,1,1,3,1,1,2,1,2,2,2,2,2,2,98,,,,,,3,,,,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,3,2,2,1,2,2,1,3,3,2,5,,,,2,2,2,3,2,2,2,2,2,1,3,2,2,2,2,,,1,3,2,3,2,,5,10,5,,,,,,,,,,,,,,,5,2,1,3,10,2,,,2,4,7,4,7,0,0,0,0,2,,2,1573779,2,2,2,2,2,1,2,2,1,1,2,2053779,,,,7,,5,20,,2,1,,100000,50000,,98,,,,,,,,,0.2685873101212699,3,2,3,1,,,,,,,7,,,,,,,,,,,,,
K02021,6,3,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,60,60,0,540,,,,,,,1,,,,0,2702,2,2,2,,,,,,,1,,,,,,,1,1,17,0,1,1,1,2,,1,1,3,1,1,2,1,1,2,2,2,2,2,98,,,,,,1,3,,,2,4,2,4,4,4,3,3,1,1,2,3,2,1,3,4,3,4,4,4,2,4,2,3,2,1,4,4,2,5,,,,2,3,3,2,1,3,4,4,3,4,3,1,1,1,1,,,1,1,2,1,2,,6,2,3,4,,,,,,,,,,,,,,3,2,,2,2,1,1,4,2,8,0,3,0,0,0,0,0,2,,1,1876520,1,1,2,2,2,1,1,2,1,2,2,2526220,7,,,,,12,5,,1,2,,100000,200000,,98,,,,,,,,,0.3282102490073000,6,3,1,1,,,,0,,,6,,,,,,,,,,,,,
K02022,4,2,3,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,43,6.5,36.5,583,,,,,,,3,,,,60,2978.5,2,2,2,,,,,,,7,,,,,,,2,,7,0,3,3,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,1,1,2,3,3,5,,,,2,3,3,3,3,3,2,3,3,2,2,2,3,4,2,,,1,2,3,1,2,,1,,4,,,,,,,,,,,,,,,1,2,,1,,2,,,2,99,99,99,99,99,99,99,99,2,,3,,2,2,2,2,2,1,2,1,2,2,2,,,,,,,99,,,,,,,,,99,,,,,,,,,1.3414133655843945,4,2,3,1,,,,,,,7,,,,,,,,,,,,,
